"860702711","860702711","DCH","DE","Germany","Hessen","Limburg an der Lahn","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","SCANNER","-"
"860736241","860736289","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"860831599","860831599","PUB","CA","Canada","Quebec","Montreal","OVH Hosting Inc.","ovh.com","DCH","16276","OVH SAS","1","-","-"
"860853129","860853129","PUB","SG","Singapore","Singapore","Singapore","OVH Singapore Pte. Ltd","ovh.com","DCH","16276","OVH SAS","30","-","-"
"860866777","860866778","PUB","SG","Singapore","Singapore","Singapore","OVH","ovh.com","DCH","16276","OVH SAS","30","-","-"
"860950780","860950783","DCH","FR","France","Hauts-de-France","Roubaix","OVH US LLC","ovh.com","DCH","16276","OVH SAS","1","-","-"
"860965768","860965775","DCH","US","United States of America","New York","Rochester","OVH US LLC","ovh.com","DCH","16276","OVH SAS","1","-","-"
"860983072","860983072","VPN","US","United States of America","Oregon","Hillsboro","OVH US LLC","ovh.com","DCH","16276","OVH SAS","21","-","-"
"861002940","861002940","PUB","US","United States of America","Oregon","Hillsboro","OVH US LLC","ovh.com","DCH","16276","OVH SAS","30","-","-"
"861105250","861105250","PUB","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","30","-","-"
"861135843","861135871","DCH","PL","Poland","Mazowieckie","Warsaw","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"861190828","861190828","PUB","IL","Israel","Tel Aviv","Tel Aviv","A100 ROW Inc","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"861219990","861220003","DCH","IL","Israel","Tel Aviv","Tel Aviv","A100 ROW Inc","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"861482080","861482084","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"861504335","861504335","PUB","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","30","-","-"
"861521416","861521439","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"861607211","861607212","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"861642637","861642637","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","25","SCANNER","-"
"861722866","861723334","DCH","ES","Spain","Madrid, Comunidad de","Madrid","A100 ROW Inc","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"861934805","861934805","PUB","CH","Switzerland","Zurich","Zurich","A100 ROW Inc","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"862389664","862389689","DCH","FR","France","Ile-de-France","Paris","Cloud","cloudely.com","DCH","8075","Microsoft Corporation","1","-","-"
"863020032","863020032","PUB","AE","United Arab Emirates","Dubayy","Dubai","A100 ROW Inc","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"863399772","863399772","PUB","IT","Italy","Lombardia","Milan","Amazon MXP","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"865036543","865038086","DCH","US","United States of America","Washington","Quincy","Cloud","cloudely.com","DCH","8075","Microsoft Corporation","1","-","-"
"865795221","865795221","RES","CH","Switzerland","Zurich","Zurich","Salt Mobile SA","salt.ch","MOB","15796","Salt Mobile SA","13","-","-"
"866006987","866006992","DCH","FR","France","Ile-de-France","Paris","Scaleway SAS","scaleway.com","DCH","12876","Scaleway SAS","1","-","-"
"866022262","866022266","DCH","FR","France","Ile-de-France","Paris","Scaleway SAS","scaleway.com","DCH","12876","Scaleway SAS","1","-","-"
"866036737","866036750","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Scaleway","scaleway.com","DCH","12876","Scaleway SAS","1","-","-"
"866044527","866044532","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Scaleway","scaleway.com","DCH","12876","Scaleway SAS","1","-","-"
"866054659","866054660","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Scaleway","scaleway.com","DCH","12876","Scaleway SAS","1","-","-"
"866082272","866082275","VPN","FR","France","Ile-de-France","Paris","Scaleway SAS","scaleway.com","DCH","12876","Scaleway SAS","1","-","VPN.AC"
"866100023","866100023","DCH","FR","France","Ile-de-France","Paris","Scaleway SAS","scaleway.com","DCH","12876","Scaleway SAS","1","-","-"
"866197779","866197779","PUB","CA","Canada","Quebec","Montreal","OVH Hosting Inc.","ovh.com","DCH","16276","OVH SAS","30","-","-"
"866267680","866267687","DCH","AU","Australia","Victoria","Melbourne","Equinix (Australia) Enterprises Pty Limited","equinix.com","DCH","15830","Equinix (EMEA) Acquisition Enterprises B.V.","1","-","-"
"866853407","866853407","RES","IE","Ireland","Longford","Granard","eircom Limited","eircom.net","ISP/MOB","5466","eircom Limited","15","-","-"
"867046351","867046351","RES","NO","Norway","Vestland","Eikelandsosen","Lyse Tele AS","lyse.no","ISP/MOB","29695","Lyse Tele AS","24","-","-"
"867316791","867316791","VPN","FR","France","Grand-Est","Strasbourg","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"867350632","867350871","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"867578292","867578292","RES","IE","Ireland","Dublin","Dublin","Sky UK Limited","sky.com","ISP/MOB","5607","Sky UK Limited","29","-","Webshare"
"867639689","867639689","RES","IE","Ireland","Cork","Cork","Sky UK Limited","sky.com","ISP/MOB","5607","Sky UK Limited","16","-","-"
"867874207","867874207","RES","IE","Ireland","Wexford","Wexford","Sky UK Limited","sky.com","ISP/MOB","5607","Sky UK Limited","15","-","-"
"867943426","867943426","RES","IE","Ireland","Sligo","Sligo","Sky UK Limited","sky.com","ISP/MOB","5607","Sky UK Limited","23","-","Webshare"
"868186022","868186022","RES","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Sky UK Limited","sky.com","ISP/MOB","5607","Sky UK Limited","29","-","-"
"868373866","868373866","PUB","US","United States of America","Virginia","Ashburn","Sky UK Limited","sky.com","DCH","6079","RCN","26","-","-"
"868424536","868424543","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"868440967","868440967","VPN","DE","Germany","Hessen","Dietkirchen","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","VPN Jantit"
"868454952","868454975","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"868470188","868470191","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"868483003","868483003","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","Erith","OVH SAS","ovh.com","DCH","16276","OVH SAS","30","-","-"
"868719102","868719102","RES","IE","Ireland","Dublin","Dublin","Sky UK Limited","sky.com","ISP/MOB","5607","Sky UK Limited","14","-","Webshare"
"869441159","869441159","PUB","FR","France","Grand-Est","Strasbourg","OVH SAS","ovh.com","DCH","16276","OVH SAS","30","-","-"
"869468648","869468648","RES","SA","Saudi Arabia","Makkah al Mukarramah","Ta'if","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","25019","Saudi Telecom Company JSC","25","-","-"
"869483381","869483381","RES","SA","Saudi Arabia","Makkah al Mukarramah","Ta'if","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","25019","Saudi Telecom Company JSC","16","-","-"
"869492216","869492216","RES","SA","Saudi Arabia","Makkah al Mukarramah","Jeddah","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","25019","Saudi Telecom Company JSC","23","-","-"
"869523319","869523319","RES","SA","Saudi Arabia","Ar Riyad","Riyadh","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","25019","Saudi Telecom Company JSC","23","-","-"
"870206568","870206575","DCH","CA","Canada","Quebec","Beauharnois","Maurice Alain Noel Nankeng","ovh.com","DCH","16276","OVH SAS","1","-","-"
"870246712","870246715","DCH","CA","Canada","Quebec","Beauharnois","Exporthub","ovh.com","DCH","16276","OVH SAS","1","-","-"
"870260783","870260783","RES","SA","Saudi Arabia","Ash Sharqiyah","Al Jubayl","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","25019","Saudi Telecom Company JSC","18","-","-"
"870269895","870269895","RES","SA","Saudi Arabia","Ash Sharqiyah","Al Jubayl","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","25019","Saudi Telecom Company JSC","24","-","-"
"870278794","870278794","RES","SA","Saudi Arabia","Ash Sharqiyah","Dhahran","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","25019","Saudi Telecom Company JSC","13","-","-"
"870287945","870287945","RES","SA","Saudi Arabia","Ash Sharqiyah","Al Jubayl","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","25019","Saudi Telecom Company JSC","20","-","-"
"870321386","870321386","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon Data Services European Sovereign Cloud GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"870324944","870324951","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon Data Services European Sovereign Cloud GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"870327467","870327469","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon Data Services European Sovereign Cloud GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"870336358","870336361","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon Data Services European Sovereign Cloud GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"870348706","870348717","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon Data Services European Sovereign Cloud GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"870351388","870351388","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon Data Services European Sovereign Cloud GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"870354129","870354132","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon Data Services European Sovereign Cloud GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"870356620","870356621","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon Data Services European Sovereign Cloud GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"870371435","870371435","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon Data Services European Sovereign Cloud GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"870374640","870374643","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon Data Services European Sovereign Cloud GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"870389756","870389763","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon Data Services European Sovereign Cloud GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"870420078","870420090","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon Data Services European Sovereign Cloud GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"870423357","870423363","DCH","DE","Germany","Hessen","Frankfurt am Main","Amazon Data Services European Sovereign Cloud GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"871048013","871048013","RES","SA","Saudi Arabia","Al Madinah al Munawwarah","Medina","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","28","-","-"
"871054906","871054906","RES","SA","Saudi Arabia","Ha'il","Ha'il","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","23","-","-"
"871061756","871061756","RES","SA","Saudi Arabia","Ha'il","Ha'il","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","1","-","-"
"871067831","871067831","RES","SA","Saudi Arabia","Ash Sharqiyah","Al Jubayl","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","27","-","-"
"871075440","871075441","RES","SA","Saudi Arabia","Ar Riyad","Riyadh","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","25019","Saudi Telecom Company JSC","16","-","-"
"871083697","871083697","RES","SA","Saudi Arabia","Ash Sharqiyah","Al Jubayl","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","6","-","-"
"871091199","871091199","RES","SA","Saudi Arabia","Tabuk","Al Wajh","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","18","-","-"
"871433225","871433225","DCH","US","United States of America","Virginia","Ashburn","Sky UK Limited","sky.com","DCH","6079","RCN","1","-","-"
"871445729","871445729","PUB","US","United States of America","Virginia","Ashburn","Sky UK Limited","sky.com","DCH","6079","RCN","29","-","-"
"871464603","871464603","PUB","US","United States of America","Virginia","Ashburn","Sky UK Limited","sky.com","DCH","6079","RCN","29","-","-"
"872032629","872032629","PUB","RU","Russian Federation","Moskva","Moscow","Yandex.Cloud LLC","yandex.net","DCH","200350","Yandex.Cloud LLC","30","-","-"
"872189446","872189446","RES","SA","Saudi Arabia","Ar Riyad","Riyadh","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","16","-","-"
"872196004","872196004","RES","SA","Saudi Arabia","Ar Riyad","Riyadh","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","12","-","-"
"872252505","872252505","RES","SA","Saudi Arabia","Tabuk","Tabuk","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","26","-","-"
"872266993","872266993","RES","SA","Saudi Arabia","Tabuk","Al Wajh","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","6","-","-"
"872274241","872274241","RES","SA","Saudi Arabia","Al Madinah al Munawwarah","Medina","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","9","-","-"
"872280839","872280839","RES","SA","Saudi Arabia","Al Madinah al Munawwarah","Medina","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","19","-","-"
"872304448","872304511","DCH","ES","Spain","Madrid, Comunidad de","Madrid","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"872343520","872343719","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"872384636","872384639","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"872636979","872637411","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-","-"
"873006082","873006082","PUB","US","United States of America","California","San Francisco","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"873193413","873193442","DCH","US","United States of America","Oregon","Portland","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"873258127","873258384","DCH","US","United States of America","Oregon","Portland","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"873341243","873341243","PUB","US","United States of America","Ohio","Columbus","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"873379706","873379706","PUB","US","United States of America","Ohio","Columbus","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"873421216","873421342","DCH","US","United States of America","Ohio","Columbus","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"873458721","873458726","DCH","US","United States of America","Ohio","Columbus","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"873744896","873745247","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-","-"
"873986911","873986951","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-","-"
"874113889","874113889","PUB","US","United States of America","Oregon","Portland","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"874246052","874246371","DCH","US","United States of America","Oregon","Portland","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"874487217","874487217","PUB","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"874624342","874624342","PUB","US","United States of America","Oregon","Portland","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"874759606","874760214","DCH","US","United States of America","Oregon","Portland","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"874878480","874878526","DCH","US","United States of America","Oregon","Portland","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"874997091","874997305","DCH","US","United States of America","Oregon","Portland","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"875118406","875118406","PUB","US","United States of America","Oregon","Portland","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"875236957","875236957","PUB","US","United States of America","Oregon","Portland","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"875517874","875517874","PUB","FR","France","Ile-de-France","Paris","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"875606746","875608396","DCH","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"875889799","875889838","DCH","US","United States of America","California","San Francisco","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"875933731","875933731","PUB","US","United States of America","California","San Francisco","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"875945309","875945314","DCH","US","United States of America","California","San Francisco","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"875978624","875978840","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-","-"
"876110471","876110496","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Amazon Data Services UK","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"876219693","876219842","DCH","DE","Germany","Hessen","Frankfurt am Main","A100 ROW GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"876337122","876337143","DCH","DE","Germany","Hessen","Frankfurt am Main","A100 ROW GmbH","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"876489293","876489293","PUB","AU","Australia","New South Wales","Sydney","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"876665837","876665837","PUB","AU","Australia","New South Wales","Sydney","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"876789653","876789682","DCH","IN","India","Maharashtra","Mumbai","Amazon Data Services India","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"876819057","876819500","DCH","BR","Brazil","Sao Paulo","Sao Paulo","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"876875386","876875401","DCH","JP","Japan","Tokyo","Tokyo","Amazon Data Services Japan","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"877068383","877068712","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-","-"
"877429319","877429319","PUB","SG","Singapore","Singapore","Singapore","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"877524341","877524368","DCH","SG","Singapore","Singapore","Singapore","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"877574637","877574637","PUB","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"877646776","877646776","PUB","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"877866463","877866463","PUB","CN","China","Ningxia Huizu","Zhongwei","Ningxia West Cloud Data Technology Co.Ltd.","amazon.com","DCH","135629","Ningxia West Cloud Data Technology Co.Ltd.","30","-","-"
"878159701","878159858","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-","-"
"878230610","878231117","DCH","US","United States of America","Oregon","Portland","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"878323522","878323833","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-","-"
"878351405","878351512","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-","-"
"878380067","878380067","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-","-"
"878416461","878416461","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-","-"
"878542764","878542765","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"878759688","878759695","DCH","US","United States of America","Washington","Quincy","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-","-"
"878856512","878856703","DCH","JP","Japan","Osaka","Osaka","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-","-"
"879103808","879103871","DCH","QA","Qatar","Ad Dawhah","Doha","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-","-"
"879491584","879491711","DCH","US","United States of America","Texas","San Antonio","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-","-"
"880246614","880246614","RES","US","United States of America","California","San Francisco","Another Corporate ISP LLC","monkeybrains.net","ISP","32329","Another Corporate ISP LLC","17","-","-"
"880727296","880727551","DCH","US","United States of America","Virginia","Boydton","Microsoft Corporation","microsoft.com","DCH","8070","Microsoft Corporation","1","-","-"
"880851947","880851947","PUB","US","United States of America","South Dakota","Sioux Falls","Hostzors Inc.","hostzors.com","DCH","22773","Cox Communications Inc.","30","-","-"
"881836288","881836543","DCH","US","United States of America","Iowa","Des Moines","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-","-"
"882433306","882433306","PUB","US","United States of America","Virginia","Dulles","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","30","-","-"
"882898438","882898438","DCH","US","United States of America","California","San Francisco","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-","-"
"883331374","883331740","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-","-"
"883780625","883780625","DCH","US","United States of America","Iowa","Des Moines","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","7","SCANNER","-"
"883981681","883981681","DCH","US","United States of America","Iowa","Des Moines","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-","-"
"884526164","884526164","PUB","US","United States of America","Virginia","Boydton","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","30","-","-"
"885001810","885001810","PUB","JP","Japan","Tokyo","Tokyo","Amazon Data Services Japan","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"885177889","885177889","PUB","JP","Japan","Tokyo","Tokyo","Amazon Data Services Japan","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"885199706","885199706","PUB","JP","Japan","Tokyo","Tokyo","Amazon Data Services Japan","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"885250496","885250505","DCH","JP","Japan","Tokyo","Tokyo","Amazon Data Services Japan","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"885362470","885362616","DCH","JP","Japan","Tokyo","Tokyo","Amazon Data Services Japan","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"885486896","885486974","DCH","JP","Japan","Tokyo","Tokyo","Amazon Data Services Japan","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"885651306","885651403","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-","-"
"885914782","885914786","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-","-"
"886058801","886058801","PUB","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"886341949","886341949","PUB","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"886593812","886594067","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"886948945","886948945","PUB","SG","Singapore","Singapore","Singapore","Amazon Data Services Singapore","amazon.com","DCH","16509","Amazon.com Inc.","30","-","-"
"886962879","886962881","DCH","SG","Singapore","Singapore","Singapore","Amazon Data Services Singapore","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"887081615","887081616","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Twitch Interactive Inc.","twitch.tv","DCH","46489","Twitch Interactive Inc.","1","-","-"
"887087709","887087711","DCH","US","United States of America","California","San Francisco","Twitch Interactive Inc.","twitch.tv","DCH","46489","Twitch Interactive Inc.","1","-","-"
"887428821","887428821","PUB","US","United States of America","Washington","Quincy","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","30","-","-"
"887568158","887568158","PUB","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","30","-","-"
"887602336","887602336","PUB","KR","Korea (the Republic of)","Busan-gwangyeoksi","Busan","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","30","-","-"
"888018982","888018982","PUB","US","United States of America","California","San Francisco","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","30","SCANNER","-"
"889126912","889135103","DCH","US","United States of America","Iowa","Des Moines","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-","-"
"908344411","908344411","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","SCANNER","-"
"908379000","908379039","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"908399492","908399492","VPN","GB","United Kingdom of Great Britain and Northern Ireland","England","London","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"908428151","908428162","DCH","PL","Poland","Dolnoslaskie","Wroclaw","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"908455553","908455563","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
"908494652","908494652","VPN","PL","Poland","Mazowieckie","Warsaw","OVH SAS","ovh.com","DCH","16276","OVH SAS","6","-","Phiphon"
"908517633","908517645","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-"
