"16777216","16777471","DCH","AU","Australia","Queensland","Brisbane","APNIC and CloudFlare DNS Resolver Project","cloudflare.com","CDN","13335","CloudFlare Inc","1","-"
"3560286720","3560286975","DCH","DE","Germany","Schleswig-Holstein","Luebeck","CompuNet Systems GmbH","cpn-systems.it","DCH","8893","Artfiles New Media GmbH","1","-"
"3560394649","3560394651","DCH","UA","Ukraine","Cherkaska oblast","Cherkasy","SIA Maklaut","maklaut.lv","DCH","25133","LLC McLaut-Invest","1","-"
"3560428704","3560428727","DCH","CH","Switzerland","Zurich","Zurich","Cyberlink AG","cyberlink.ch","DCH","15623","Cyberlink AG","1","-"
"3560453466","3560453466","VPN","US","United States of America","California","Redondo Beach","VPN Consumer Los Angeles United States","panq.nl","DCH","4213","Krypt Technologies","11","SPAM"
"3560574907","3560574919","DCH","TR","Turkiye","Istanbul","Istanbul","Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.","doruk.net.tr","DCH","8685","Doruk Iletisim ve Otomasyon Sanayi ve Ticaret A.S.","1","-"
"3560737248","3560737255","DCH","DE","Germany","Saarland","Illingen","Tal.de GmbH","tal.de","DCH","8820","Tal.de GmbH","1","-"
"3561134312","3561136127","DCH","DE","Germany","Nordrhein-Westfalen","Aachen","NetAachen GmbH","a1-net.de","DCH","8422","NetCologne Gesellschaft fur Telekommunikation mbH","1","-"
"3561295439","3561295439","PUB","RS","Serbia","Beograd","Belgrade","Orion Telekom Tim d.o.o.Beograd","oriontelekom.rs","DCH","9125","Drustvo za Telekomunikacije Orion Telekom doo Beograd-Zemun","30","-"
"3561365434","3561365436","VPN","IT","Italy","Lombardia","Milan","ClearDocks LLC","hostroyale.com","DCH","133499","HostRoyale Technologies Pvt Ltd","1","-"
"3561605482","3561605482","DCH","FR","France","Ile-de-France","Paris","Lumen Technologies UK Limited","centurylinkservices.net","DCH","9057","Lumen Technologies UK Limited","1","-"
"3561637695","3561637697","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","COLT backbone Addresses in IT","colt.net","DCH","6675","Colt Technology Services Group Limited","1","-"
"3561659072","3561659103","DCH","CH","Switzerland","Vaud","Lausanne","IP worldcom SA","worldcom.ch","DCH","12651","IP worldcom SA","1","-"
"3562014515","3562014515","PUB","DE","Germany","Hessen","Frankfurt am Main","Play2Go International Limited","play2go.cloud","DCH","215439","Play2Go International Limited","30","-"
"3562177280","3562177311","DCH","FR","France","Ile-de-France","Paris","Lynx Alto SAS","lynxalto.com","DCH","9089","Lynx Alto SAS","1","-"
"3562248009","3562248009","VPN","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Scaleway","scaleway.com","DCH","12876","Scaleway SAS","1","-"
"3562254392","3562254414","DCH","FR","France","Ile-de-France","Paris","Scaleway SAS","scaleway.com","DCH","12876","Scaleway SAS","1","-"
"3562355902","3562355968","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Dstny Global Infra Services NV","dstny.com","DCH","8368","Dstny BE N.V.","1","-"
"3562520843","3562520861","VPN","JP","Japan","Tokyo","Tokyo","Akari Networks Limited","akrn.net","DCH","38136","Akari Networks","1","-"
"3562534181","3562534181","PUB","PL","Poland","Slaskie","Olsztyn","Politechnika Czestochowska","czest.pl","EDU","25084","Politechnika Czestochowska","12","-"
"3562783375","3562783381","DCH","RU","Russian Federation","Primorskiy kray","Vladivostok","VFC Company","wavenet.ru","DCH","12389","PJSC Rostelecom","1","-"
"3562935622","3562935622","PUB","RU","Russian Federation","Ingushetiya, Respublika","Nazran'","PlazmaTelekom LLC","plazma.vip","DCH","62440","PlazmaTelekom LLC","30","-"
"3562938286","3562938286","PUB","RU","Russian Federation","Ingushetiya, Respublika","Nazran'","PlazmaTelekom LLC","plazma.vip","DCH","62440","PlazmaTelekom LLC","30","-"
"3563237170","3563237170","PUB","BY","Belarus","Minskaya voblasts'","Minsk","Business Network Ltd","bn.by","DCH","12406","Business Network Ltd","30","-"
"3563466505","3563466506","VPN","US","United States of America","Kentucky","London","DataCamp Limited","datacamp.co.uk","DCH","212238","DataCamp Limited","17","-"
"3563532658","3563532658","PUB","US","United States of America","California","Los Angeles","M247 Europe SRL","m247.com","DCH","9009","M247 Europe SRL","30","-"
"3563733445","3563733445","DCH","PS","Palestine, State of","Ramallah","Ramallah","Hadara Amesterdam POP","hadara.ps","DCH","12975","Palestine Telecommunications Company (Paltel)","1","-"
"3563735760","3563735760","PUB","PS","Palestine, State of","Ramallah","Ramallah","Hadara Amesterdam POP","hadara.ps","DCH","12975","Palestine Telecommunications Company (Paltel)","30","-"
"3563789279","3563789279","DCH","DE","Germany","Hessen","Lauterbach","Next Limited","nextlir.com","DCH","19318","Interserver Inc","1","-"
"3563918778","3563918778","PUB","RU","Russian Federation","Kareliya, Respublika","Petrozavodsk","Limited Company Svyazservice","sampo.ru","DCH","42387","Limited Company Svyazservice","30","-"
"3564004768","3564004783","DCH","DE","Germany","Nordrhein-Westfalen","Gelsenkirchen","dogado GmbH","dogado.de","DCH","8648","dogado GmbH","1","-"
"3564165629","3564165629","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","ip4 GmbH","ip4-gmbh.de","DCH","12379","ip4 GmbH","1","-"
"3564248329","3564248329","PUB","FR","France","Provence-Alpes-Cote-d'Azur","Marseille","Free Pro SAS","freepro.com","DCH","30781","Free Pro SAS","30","-"
"3564339457","3564339457","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","GTT","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"3564347518","3564347520","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"3564368757","3564368757","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua","DCH","15377","Traditional LLC","1","-"
"3564516381","3564516386","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Servers Tech Fzco","vdsina.com","DCH","216071","Servers Tech Fzco","1","-"
"3564579248","3564579248","DCH","US","United States of America","Michigan","Clinton","Alex Largman","finegroupservers.com","DCH","35830","Fast Servers (Pty) Ltd","1","-"
"3564580522","3564580522","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Alex Largman","finegroupservers.com","DCH","26548","PureVoltage Hosting Inc.","30","-"
"3564892712","3564892735","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Colt Technology Services Group Limited","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"3565226027","3565226087","DCH","FR","France","Ile-de-France","Paris","Scaleway SAS","scaleway.com","DCH","12876","Scaleway SAS","1","-"
"3565238659","3565238659","PUB","FR","France","Ile-de-France","Paris","Scaleway SAS","scaleway.com","DCH","12876","Scaleway SAS","30","-"
"3565496662","3565496666","DCH","FR","France","Nouvelle-Aquitaine","Ahun","Lumen Technologies UK Limited","centurylinkservices.net","DCH","3356","Level 3 Parent LLC","1","-"
"3565558555","3565558556","PUB","US","United States of America","Arizona","Phoenix","GTT - EMEA Ltd.","gtt.net","DCH","3257","GTT Communications Inc.","30","-"
"3565614038","3565614038","PUB","KZ","Kazakhstan","Almaty","Almaty","Seabak LLC","seabak.net","DCH","200590","NLS Kazakhstan LLC","30","-"
"3565638774","3565638774","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","GTT - EMEA Ltd.","gtt.net","DCH","20326","TeraSwitch Networks Inc.","1","-"
"3565640039","3565640039","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","GTT - EMEA Ltd.","gtt.net","DCH","20326","TeraSwitch Networks Inc.","1","-"
"3565641325","3565641325","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","GTT - EMEA Ltd.","gtt.net","DCH","20326","TeraSwitch Networks Inc.","1","-"
"3566462885","3566462885","PUB","DE","Germany","Sachsen","Mittel Horka","UpCloud Ltd","upcloud.com","DCH","202053","UpCloud Ltd","30","-"
"3567386952","3567387007","DCH","DE","Germany","Hessen","Frankfurt am Main","Lumen Technologies UK Limited","centurylinkservices.net","DCH","3356","Level 3 Parent LLC","1","-"
"3567781161","3567781162","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","Zenlayer","zenlayer.com","DCH","3257","GTT Communications Inc.","1","-"
"3568567359","3568567359","PUB","FR","France","Ile-de-France","Nanterre","LT 20080305 GTT","code200.global","DCH","5511","Orange S.A.","16","-"
"3568582732","3568582734","PUB","FR","France","Ile-de-France","Nanterre","LT 20080305 GTT","code200.global","DCH","5511","Orange S.A.","30","-"
"3568916560","3568916567","DCH","DE","Germany","Nordrhein-Westfalen","Koeln","Tyco Electro.c/o Global SwitchFM GmbH","t-systems.com","DCH","2773","Deutsche Telekom AG","1","-"
"3569139752","3569139759","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Kent","Claranet Limited","claranet.co.uk","DCH","6656","Claranet Limited","1","-"
"3569245736","3569245855","DCH","BE","Belgium","Vlaams-Brabant","Machelen","Verizon Belgium Luxembourg NV","uunet.be","DCH","702","Verizon EMEA - Commercial IP Service Provider in Europe","1","-"
"3569358675","3569358677","DCH","US","United States of America","Delaware","Claymont","Baxet Group Inc.","baxet.com","DCH","26383","Baxet Group Inc.","1","-"
"3569420944","3569420947","DCH","CZ","Czechia","Karlovarsky kraj","Mesto","Reliable Communications s.r.o.","relcom.com","DCH","2118","Reliable Communications s.r.o.","1","-"
"3570195317","3570196479","DCH","NL","Netherlands (Kingdom of the)","Flevoland","Almere Stad","VANCIS IP B.V.","vancis.nl","DCH","15879","VANCIS IP B.V.","1","-"
"3570652738","3570652745","DCH","DE","Germany","Nordrhein-Westfalen","Koeln","q.beyond AG","qbeyond.de","DCH","12399","q.beyond AG","1","-"
"3570702500","3570702538","DCH","SG","Singapore","Singapore","Singapore","PCCW Global","pccwglobal.com","DCH","3491","PCCW Global (HK) Ltd.","1","-"
"3570716300","3570716300","PUB","SG","Singapore","Singapore","Singapore","PCCW Global","pccwglobal.com","DCH","3491","PCCW Global (HK) Ltd.","30","-"
"3570728855","3570728855","PUB","SG","Singapore","Singapore","Singapore","PCCW Global","pccwglobal.com","DCH","3491","PCCW Global (HK) Ltd.","30","-"
"3571257661","3571257661","DCH","DE","Germany","Hessen","Frankfurt am Main","GTT","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"3571273049","3571273049","DCH","SK","Slovakia","Bratislavsky kraj","Bratislava","GTT","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"3571276706","3571276708","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"3571285200","3571285207","DCH","DE","Germany","Sachsen-Anhalt","Dessau","GTT Communications Inc.","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"3571324329","3571324329","DCH","FR","France","Ile-de-France","Paris","GTT","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"3571333817","3571333817","DCH","SE","Sweden","Stockholms lan","Stockholm","GTT","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"3571338157","3571338160","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"3571345802","3571345804","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","GTT","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"3571351878","3571351880","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"3571365490","3571365492","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"3571420008","3571420015","DCH","DE","Germany","Sachsen","Schwarzenberg","Ratiokontakt GmbH","ratiokontakt.de","DCH","8741","Ratiokontakt GmbH","1","-"
"3571688276","3571688276","PUB","ES","Spain","Madrid, Comunidad de","Madrid","IONOS SE","ionos.com","DCH","8560","IONOS SE","30","-"
"3572077718","3572077718","PUB","BG","Bulgaria","Pleven","Pleven","Optisprint OOD","optisprint.net","DCH","29582","Optisprint OOD","30","-"
"3572304666","3572304717","DCH","IT","Italy","Toscana","Arezzo","Aruba S.p.A. - Cloud Services Farm2","arubacloud.com","DCH","31034","Aruba S.p.A.","1","-"
"3572717296","3572717303","DCH","CH","Switzerland","Neuchatel","Saint-Blaise","Fluckiger Electricite S.A.","ip-plus.net","DCH","3303","Swisscom (Schweiz) AG","1","-"
"3574481648","3574481651","DCH","TR","Turkiye","Istanbul","Istanbul","Omur Turizm Isletmeleri Sanayi ve Ticaret A.S.","superonline.net","DCH","34984","Superonline Iletisim Hizmetleri A.S.","1","-"
"3574923803","3574923915","DCH","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","Global Network Management Inc","gblnet.ag","DCH","42065","Global Network Management Inc","1","-"
"3575360278","3575360287","DCH","ES","Spain","Madrid, Comunidad de","Madrid","CECOEL AIE Grup Assistencia","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"3575652576","3575652607","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"3575870152","3575870152","PUB","SG","Singapore","Singapore","Singapore","Oracle Svenska AB","oracle.com","DCH","31898","Oracle Corporation","30","-"
"3576111749","3576111750","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","GTT","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"3576121118","3576121120","DCH","CA","Canada","Quebec","Montreal","GTT","gtt.net","DCH","286","GTT Communications Inc.","1","-"
"3576128214","3576128216","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Interoute Communications Ltd","interoute.com","DCH","286","GTT Communications Inc.","1","-"
"3576259580","3576259583","DCH","DE","Germany","Hessen","Frankfurt am Main","Colt Telecom","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"3577444284","3577444284","PUB","CY","Cyprus","Lefkosia","Nicosia","LVNET Ltd","lvnet.lv","DCH","34775","LVNET Ltd","30","-"
"3577559448","3577559455","DCH","DE","Germany","Hamburg","Hamburg","Colt Technology Services Group Limited","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"3577583784","3577583791","DCH","DE","Germany","Hessen","Frankfurt am Main","Colt Technology Services Group Limited","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"3578402848","3578402855","DCH","TR","Turkiye","Istanbul","Istanbul","Seynan Turizm Otelcilik Anonim Sirketi","superonline.net","DCH","34984","Superonline Iletisim Hizmetleri A.S.","1","-"
"3578676736","3578677181","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Milton Keynes","TTBD","opal-solutions.com","DCH","13285","TalkTalk Communications Limited","1","-"
"3579191944","3579191951","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Colt Technology Services Group Limited","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"3579242496","3579242623","DCH","DE","Germany","Baden-Wurttemberg","Stuttgart","Colt Telecom","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"3579815424","3579815679","DCH","DE","Germany","Bayern","Nuremberg","noris Network AG","noris.de","DCH","12337","noris Network AG","1","-"
"3580625851","3580625852","PUB","US","United States of America","New Jersey","Secaucus","Ivan Bulavkin","onerinvestments.com","DCH","41745","Baykov Ilya Sergeevich","30","-"
"3580661237","3580661237","PUB","RU","Russian Federation","Moskovskaya oblast'","Ivanteyevka","Ivstar Ltd","ivstar.ru","DCH","29588","Ivstar Ltd","30","-"
"3580838360","3580838362","DCH","UA","Ukraine","Kyiv","Kyiv","Bilink LLC","bilink.ua","DCH","48683","Bilink LLC","1","-"
"3580844172","3580844172","PUB","UA","Ukraine","Kyiv","Kyiv","Bilink LLC","bilink.ua","DCH","48683","Bilink LLC","30","-"
"3580870209","3580870209","PUB","EE","Estonia","Harjumaa","Tallinn","EDIS GmbH","edis.at","DCH","202759","RJ Network OU","30","-"
"3582177054","3582177055","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Fareham","Tec Connect - Dancor Group MGMT","newnet.co.uk","DCH","8607","Digital Space Group Limited","1","-"
"3582336795","3582336799","DCH","PL","Poland","Wielkopolskie","Poznan","Podaon SIA","podaon.com","DCH","210895","Podaon SIA","1","-"
"3582483655","3582483655","PUB","FR","France","Grand-Est","Lauterbourg","Contabo GmbH","contabo.com","DCH","51167","Contabo GmbH","30","-"
"3582711033","3582711050","DCH","UA","Ukraine","Kyiv","Kyiv","Demenin B.V.","demenin.net","DCH","208405","Sinet ISP. LLC","1","-"
"3582891745","3582891775","DCH","TR","Turkiye","Istanbul","Istanbul","Teknosos Bilisim Hizmetleri ve Tic. Ltd. Sti.","teknosos.com.tr","DCH","207459","Teknosos Bilisim Hizmetleri ve Tic. Ltd. Sti.","1","-"
"3583157250","3583157279","DCH","US","United States of America","Georgia","Atlanta","Cogent Communications Group LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"3583550467","3583550467","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Global Layer B.V.","global-layer.com","DCH","49453","Global Layer B.V.","30","-"
"3583726224","3583726231","DCH","DE","Germany","Bayern","Nuremberg","noris Network AG","noris.de","DCH","12337","noris Network AG","1","-"
"3583807167","3583807167","PUB","RO","Romania","Bucuresti","Bucharest","G-Core Labs S.A.","gcorelabs.com","DCH","202422","G-Core Labs S.A.","30","-"
"3583970305","3583970305","VPN","US","United States of America","California","San Francisco","TruView LLC","truviewllc.com","DCH","20473","The Constant Company LLC","20","-"
"3583987552","3583987552","PUB","MD","Moldova (the Republic of)","Chisinau","Chisinau","Weiss Hosting Group S.r.l.","pq.hosting","DCH","-","-","30","-"
"3584274064","3584274071","DCH","FR","France","Ile-de-France","Meudon","Fiducial Cloud Sasu","fiducialcloud.fr","DCH","20917","Fiducial Cloud Sasu","1","-"
"3584376647","3584376647","PUB","LV","Latvia","Riga","Riga","Global Connectivity Solutions LLP","globconnex.com","DCH","215540","Global Connectivity Solutions LLP","30","-"
"3584422963","3584422976","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","InMotion Hosting Inc.","inmotionhosting.com","DCH","22611","InMotion Hosting Inc.","1","-"
"3584498530","3584498599","DCH","BG","Bulgaria","Plovdiv","Asenovgrad","TV SAT Net Ltd","ngs.bg","DCH","28909","TV SAT Net Ltd","1","-"
"3584676185","3584676185","VPN","US","United States of America","New York","New York City","code200 UAB","code200.global","DCH","30058","FDCServers.net","30","-"
"3584677680","3584677680","VPN","US","United States of America","New York","New York City","code200 UAB","code200.global","DCH","30058","FDCServers.net","1","-"
"3584681920","3584681920","VPN","US","United States of America","New York","New York City","code200 UAB","code200.global","DCH","30058","FDCServers.net","30","-"
"3584848064","3584848071","DCH","DE","Germany","Sachsen","Leipzig","Icl Ingenieur Consult GmbH Hruscha Mathias","mk.de","DCH","25394","MK Netzdienste Verwaltungs GmbH Trading As MK Netzdienste GmbH & Co. KG","1","-"
"3585085658","3585085658","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Global Connectivity Solutions LLP","globconnex.com","DCH","215540","Global Connectivity Solutions LLP","28","SCANNER"
"3585249079","3585249080","PUB","AU","Australia","New South Wales","Sydney","Host4Geeks LLC","h4g.co","DCH","174","Cogent Communications LLC","30","-"
"3585554103","3585554104","DCH","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","EDIS GmbH","edis.at","DCH","57169","EDIS GmbH","1","-"
"3585704856","3585705540","DCH","DE","Germany","Bayern","Regensburg","Stefan Englhardt","genias.net","DCH","13012","Stefan Englhardt","1","-"
"3585890479","3585890479","VPN","US","United States of America","Delaware","Wilmington","Steel-Axis LLC","ipv4.rent","DCH","207990","HostRoyale Technologies Pvt Ltd","18","-"
"3586497004","3586497015","DCH","LT","Lithuania","Vilniaus apskritis","Vilnius","UAB Baltnetos Komunikacijos","balt.net","DCH","8486","UAB Baltnetos Komunikacijos","1","-"
"3586591480","3586591519","DCH","IT","Italy","Lazio","Rome","Retelit-X S.R.L.","retelit.com","DCH","12797","Retelit-X S.R.L.","1","-"
"3586675689","3586675690","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"3586684298","3586684299","DCH","DE","Germany","Hessen","Frankfurt am Main","GTT","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"3586780143","3586780145","VPN","SE","Sweden","Stockholms lan","Stockholm","code200 UAB","code200.global","DCH","9009","M247 Europe SRL","1","-"
"3587217796","3587217799","DCH","AT","Austria","Vorarlberg","Feldkirch","Stadtwerke Feldkirch","tkswf.at","DCH","1764","Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH","1","-"
"3587243480","3587243503","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Colt Technology Services Group Limited","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"3587473096","3587473119","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Redcentric Solutions Ltd","redcentricplc.com","DCH","15533","Redcentric Solutions Ltd","1","-"
"3587697924","3587697927","DCH","IT","Italy","Piemonte","Torino","Colt Telecom","colt.net","DCH","6675","Colt Technology Services Group Limited","1","-"
"3587949427","3587949434","DCH","RU","Russian Federation","Primorskiy kray","Pokrovka","www.lancronix.ru","lancronix.ru","DCH","12695","LLC Digital Network","1","-"
"3587964809","3587964809","PUB","US","United States of America","North Carolina","Charlotte","Colocation America Corporation","colocationamerica.com","DCH","21769","Colocation America Corporation","27","-"
"3588157490","3588157492","DCH","RU","Russian Federation","Stavropol'skiy kray","Stavropol'","OOOSET Network","zelenaya.net","DCH","48176","MTS PJSC","1","-"
"3588390538","3588390538","PUB","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","FreeNet L.L.C-FZ","freenetworks.net","DCH","9123","JSC Timeweb","30","-"
"3588571968","3588571979","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Reading","Team Blue Carrier Limited","simplytransit.net","DCH","29550","Team Blue Carrier Limited","1","-"
"3588730210","3588730210","PUB","BG","Bulgaria","Vratsa","Vratsa","Rimex Ltd.","rimex-ltd.com","DCH","38932","Rimex Ltd.","30","-"
"3588782963","3588782963","DCH","IN","India","Delhi","New Delhi","Ivan Bulavkin","onerinvestments.com","DCH","35830","Fast Servers (Pty) Ltd","1","-"
"3589192468","3589192468","PUB","TR","Turkiye","Istanbul","Istanbul","Telkoturk Iletisim Hizmetleri A.S.","telkoturk.com.tr","DCH","209956","Telkoturk Iletisim Hizmetleri A.S.","30","-"
"3589268823","3589268824","DCH","DE","Germany","Bayern","Gunzenhausen","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","1","-"
"3589319728","3589319735","DCH","DE","Germany","Nordrhein-Westfalen","Koeln","Tal.de GmbH","tal.de","DCH","8820","Tal.de GmbH","1","-"
"3589530616","3589530873","DCH","IT","Italy","Toscana","Siena","Terrecablate Reti e Servizi S.R.L.","terrecablate.it","DCH","29050","Terrecablate Reti e Servizi S.R.L.","1","-"
"3589725776","3589725779","DCH","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Colt Telecom","colt.net","DCH","8220","Colt Technology Services Group Limited","1","-"
"3589817482","3589817482","DCH","DE","Germany","Hessen","Frankfurt am Main","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"3589819452","3589819452","DCH","US","United States of America","California","Los Angeles","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"3589821864","3589821864","DCH","FR","France","Ile-de-France","Paris","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"3589823658","3589823658","DCH","US","United States of America","Virginia","Ashburn","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"3589825100","3589825100","DCH","US","United States of America","California","Los Angeles","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"3589828336","3589828343","DCH","BE","Belgium","Antwerpen","Antwerpen","Arelion Sweden AB","arelion.com","DCH","1299","Arelion Sweden AB","1","-"
"3590002853","3590002853","DCH","FR","France","Ile-de-France","Paris","Interoute Communications Limited","interoute.com","DCH","3257","GTT Communications Inc.","1","-"
"3590120747","3590120747","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","Tile Hill","UAB BACloud","bacloud.info","DCH","61272","UAB BACloud","30","-"
"3590239096","3590239096","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Black Host Ltd","black.host","DCH","12989","Black Host Ltd","30","-"
"3590246567","3590246568","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"3590250073","3590250074","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","GTT","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"3590252935","3590252936","DCH","DE","Germany","Rheinland-Pfalz","Isenburg","GTT","gtt.net","DCH","3257","GTT Communications Inc.","1","-"
"3595778076","3595778076","VPN","US","United States of America","Ohio","Columbus","DoD Network Information Center","nic.mil","MIL","721","United States Department of Defense (DOD)","2","-"
"3624529418","3624529418","PUB","US","United States of America","Virginia","Richmond","Nexthops LLC","nexthops.io","DCH","7029","Windstream Communications LLC","30","-"
"3624707198","3624707198","PUB","US","United States of America","Colorado","Florence","Wanda LLC","wanda.com","DCH","26658","HT","30","BOTNET"
"3625031888","3625031935","DCH","US","United States of America","Washington","Seattle","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"3625293712","3625293783","DCH","CA","Canada","British Columbia","Vancouver","Radiant Communications Canada Ltd.","radiant.net","DCH","21723","Goco Technology Limited Partnership","1","-"
"3625505430","3625505430","DCH","US","United States of America","California","Los Angeles","IPXO LLC","ipxo.com","DCH","62240","Clouvider Limited","1","-"
"3625640073","3625640073","VPN","US","United States of America","Virginia","Ashburn","3XK Tech GmbH","3xktech.cloud","DCH","200373","3XK Tech GmbH","2","SPAM/SCANNER"
"3625641309","3625641309","VPN","US","United States of America","Virginia","Ashburn","3XK Tech GmbH","3xktech.cloud","DCH","200373","3XK Tech GmbH","15","-"
"3625642491","3625642494","VPN","US","United States of America","Virginia","Ashburn","3XK Tech GmbH","3xktech.cloud","DCH","200373","3XK Tech GmbH","1","-"
"3625643677","3625643677","VPN","US","United States of America","Virginia","Ashburn","3XK Tech GmbH","3xktech.cloud","DCH","200373","3XK Tech GmbH","1","-"
"3625645858","3625645858","VPN","ES","Spain","Madrid, Comunidad de","Madrid","3XK Tech GmbH","3xktech.cloud","DCH","200373","3XK Tech GmbH","19","SCANNER"
"3625647038","3625647039","VPN","CA","Canada","Ontario","Toronto","3XK Tech GmbH","3xktech.cloud","DCH","200373","3XK Tech GmbH","1","-"
"3625692264","3625692264","VPN","US","United States of America","Georgia","Atlanta","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","29","-"
"3625749823","3625749824","DCH","MX","Mexico","Chiapas","Pijijiapan","Cogent Communications LLC","cogentco.com","DCH","273306","Cable Diversion Eligama","1","-"
"3625798144","3625798399","DCH","US","United States of America","District of Columbia","Washington","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-"
"3626422550","3626422550","DCH","US","United States of America","Colorado","Denver","Flexential Colorado Corp.","flexential.com","DCH","13649","Flexential Colorado Corp.","1","-"
"3626518760","3626518760","PUB","US","United States of America","Kentucky","Louisville","PureKernel LLC","purekernel.net","DCH","213954","Global Transit Systems LLC","30","-"
"3626532544","3626532551","DCH","CA","Canada","British Columbia","Vancouver","Radiant Communications Canada Ltd.","radiant.net","DCH","21723","Goco Technology Limited Partnership","1","-"
