"2984940416","2984940466","DCH","BR","Brazil","Paraiba","Joao Pessoa","DimeNOC Servicos de Informatica Ltda","dimenoc.com","DCH","53055","DimeNOC Servicos de Informatica Ltda"
"2987561972","2987561983","VPN","US","United States of America","New Jersey","Secaucus","GHOSTnet GmbH","ghostnet.de","DCH","58212","dataforest GmbH"
"2987662745","2987662745","VPN","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Fine Group Servers Solutions LLC","finegroupservers.com","DCH","51765","Oy Crea Nova Hosting Solution Ltd"
"2987709829","2987709830","VPN","ES","Spain","Madrid, Comunidad de","Madrid","Alaxona Internet Inc.","alaxona.com","DCH","51765","Oy Crea Nova Hosting Solution Ltd"
"2987803580","2987803760","DCH","CH","Switzerland","Zurich","Glattbrugg","CloudSigma AG","cloudsigma.com","DCH","50837","CloudSigma AG"
"2988443058","2988443058","PUB","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS"
"2988502492","2988502495","DCH","DE","Germany","Hessen","Limburg an der Lahn","OVH SAS","ovh.com","DCH","16276","OVH SAS"
"2988560432","2988560439","DCH","PL","Poland","Mazowieckie","Warsaw","OVH SAS","ovh.com","DCH","16276","OVH SAS"
"2988584613","2988584613","PUB","RU","Russian Federation","Krasnodarskiy kray","Krasnodar","Krasnodar Russia","kes.ru","DCH","12389","PJSC Rostelecom"
"2988603165","2988603184","DCH","RU","Russian Federation","Krasnodarskiy kray","Krasnodar","Krasnodar Russia","kes.ru","DCH","12389","PJSC Rostelecom"
"2989920464","2989920464","PUB","UA","Ukraine","Kyivska oblast","Bila Tserkva","PP Merezha","merezha.net","DCH","48437","PP Merezha"
"2989936947","2989936993","DCH","UA","Ukraine","Kyivska oblast","Bila Tserkva","PP Merezha","merezha.net","DCH","48437","PP Merezha"
"2990409601","2990409601","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC"
"2990425887","2990425887","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC"
"2990458507","2990458507","VPN","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","DigitalOcean Amsterdam","digitalocean.com","DCH","14061","DigitalOcean LLC"
"2990484932","2990484932","DCH","DE","Germany","Sachsen","Falkenstein","Timme Hosting GmbH & Co. KG","timmehosting.de","DCH","24940","Hetzner Online GmbH"
"2990524544","2990524559","DCH","DE","Germany","Sachsen","Falkenstein","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH"
"2991392698","2991392698","PUB","BA","Bosnia and Herzegovina","Federacija Bosne i Hercegovine","Sarajevo","Logosoft Information Engineering and Internet Providing","logosoft.ba","DCH","16178","Logosoft Information Engineering and Internet Providing"
"2991407030","2991407035","DCH","BA","Bosnia and Herzegovina","Federacija Bosne i Hercegovine","Sarajevo","Logosoft Information Engineering and Internet Providing","logosoft.ba","DCH","16178","Logosoft Information Engineering and Internet Providing"
"2992389888","2992390143","VPN","FR","France","Ile-de-France","Paris","Lietparkas UAB","proxy-cheap.com","DCH","216050","Lietparkas UAB"
"2994738940","2994738965","DCH","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC"
"2994753999","2994753999","PUB","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC"
"2994763182","2994763182","PUB","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC"
"2994779869","2994779869","VPN","US","United States of America","California","Santa Clara","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC"
"2994796327","2994796327","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC"
"2995727205","2995727205","VPN","SK","Slovakia","Kosicky kraj","Roznava","Orange Slovensko a.s.","orange.sk","ISP/MOB","15962","Orange Slovensko a.s."
"2996773587","2996773588","DCH","UA","Ukraine","Kyiv","Kyiv","Cavab MB","trafficforce.lt","DCH","200525","Hosting Ukraine Ltd"
"2996792122","2996792122","PUB","UA","Ukraine","Volynska oblast","Novovolyns'k","ATOMOHOST LLC","atomohost.com","DCH","26548","PureVoltage Hosting Inc."
"2997029814","2997029815","DCH","RU","Russian Federation","Samarskaya oblast'","Tolyatti","Infoline Ltd.","tlt.ru","DCH","8416","Infoline Ltd."
"2997035795","2997035811","DCH","RU","Russian Federation","Samarskaya oblast'","Tolyatti","Infoline Ltd.","tlt.ru","DCH","8416","Infoline Ltd."
"2997042266","2997042266","PUB","RU","Russian Federation","Samarskaya oblast'","Tolyatti","Infoline Ltd.","tlt.ru","DCH","8416","Infoline Ltd."
"2997049646","2997049646","PUB","RU","Russian Federation","Samarskaya oblast'","Tolyatti","Infoline Ltd.","tlt.ru","DCH","8416","Infoline Ltd."
"2997442636","2997442636","DCH","RU","Russian Federation","Krasnoyarskiy kray","Krasnoyarsk","Nemerov Evgeniy Vladimirovish Pe","nemerov.ru","DCH","39785","Axioma LLC"
"2997548160","2997548223","DCH","RU","Russian Federation","Chelyabinskaya oblast'","Chelyabinsk","Domain Names Registrar Reg.ru Ltd","reg.ru","DCH","206812","Domain Names Registrar Reg.ru Ltd"
"2997709766","2997709766","DCH","RU","Russian Federation","Moskovskaya oblast'","Shchelkovo","POIG Ltd.","poig.ru","DCH","47759","POIG Ltd."
"2999994424","2999994443","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","McHost LLC","mchost.ru","DCH","216139","Iron Hosting Centre LTD"
"3000206016","3000206040","DCH","TR","Turkiye","Bursa","Bursa","Pentech Bilisim Teknolojileri Sanayi ve Ticaret Limited Sirketi","pendc.com","DCH","48678","Pentech Bilisim Teknolojileri Sanayi ve Ticaret Limited Sirketi"
"3000353937","3000353937","PUB","RU","Russian Federation","Moskovskaya oblast'","Nakhabino","Fortex CJSC","fortex.ru","DCH","48166","Fortex CJSC"
"3000477239","3000477240","DCH","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Traditional LLC","fregat.ua","DCH","15377","Traditional LLC"
"3000504972","3000504972","PUB","UA","Ukraine","Cherkaska oblast","Cherkasy","SIA Maklaut","maklaut.lv","DCH","25133","LLC McLaut-Invest"
"3000606696","3000606700","DCH","RU","Russian Federation","Adygeya, Respublika","Maykop","Mediagrand Ltd.","01rus.ru","DCH","51133","Mediagrand Ltd."
"3001867344","3001867344","PUB","RU","Russian Federation","Tyumenskaya oblast'","Tyumen'","Russian Company LLC","rk.t72.ru","DCH","15493","Russian Company LLC"
"3001968469","3001968469","DCH","NL","Netherlands (Kingdom of the)","Zuid-Holland","Rotterdam","Enreach Netherlands B.V.","flevocloud.nl","DCH","39647","Enreach Netherlands B.V."
"3002633348","3002633348","PUB","EE","Estonia","Ida-Virumaa","Johvi","UUS Programm","up.ee","DCH","204595","UUS Programm"
"3002669405","3002669405","DCH","DE","Germany","Sachsen","Dresden","Integar","dsi.net","DCH","16205","DSI GmbH Daten Service Informationssysteme"
"3002816544","3002816575","DCH","DE","Germany","Baden-Wurttemberg","Calw","S-IT Informationstechnologie Betreiber GmbH & Co. KG Im Nordschwarzwald","sparkassen-it.de","DCH","39702","S-IT Verwaltungs GmbH TRADING AS S-IT Informationstechnologie Betreiber GmbH & Co. Kg Im Nordschwarzwald"
"3002935946","3002935946","PUB","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","JSC Timeweb","tmweb.ru","DCH","9123","JSC Timeweb"
"3002940833","3002940845","DCH","SC","Seychelles","English River","Victoria","Silverhill Group Holding Ltd","sgholding.org","DCH","-","-"
"3003218499","3003218499","PUB","CO","Colombia","Distrito Capital de Bogota","Bogota","Cirtel comunicaciones s.a.s","internexa.com","COM","18678","Latin American and Caribbean IP Address Regional Registry"
"3006374622","3006374626","DCH","CO","Colombia","Distrito Capital de Bogota","Bogota","Servisysten SAS","servisysten.com","DCH","267857","Integra Multisolutions S.A.S."
"3007100778","3007100778","DCH","US","United States of America","New York","New York City","UniMetro NY","webline-services.hn","DCH","263179","Webline Services S.A."
"3007175961","3007175962","DCH","CA","Canada","Quebec","Montreal","Unesty Company","unesty.net","DCH","211301","Collin Schneeweiss Trading As Unesty Company"
"3007260182","3007260182","PUB","VE","Venezuela (Bolivarian Republic of)","Tachira","San Antonio del Tachira","Power Link Corp C.A.","powerlink-electric.com","DCH","272134","Power Link Corp C.A."
"3015450624","3015451647","DCH","BR","Brazil","Sao Paulo","Sao Paulo","Locaweb Servicos de Internet S/A","locaweb.com.br","DCH","27715","Locaweb Servicos de Internet SA"
"3025603336","3025603583","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Tata Communications (Canada) Ltd.","tatacommunications.com","DCH","6453","Tata Communications (America) Inc"
"3027106188","3027106303","DCH","CN","China","Jiangsu","Nanjing","ChinaNet Jiangsu Province Network","chinatelecom.com.cn","DCH","4134","Asia Pacific Network Information Centre"
"3028350585","3028350712","DCH","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","World Internetwork Corporation Co. Ltd","internetthai.com","DCH","23932","World Internetwork Corporation Co. Ltd"
"3029766504","3029766507","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Mak Funding","rackspace.com","DCH","45187","Rackspace IT Hosting AS IT Hosting Provider Hong Kong"
"3031599872","3031599881","VPN","PK","Pakistan","Islamabad","Islamabad","Orient Express LDI Limited","surfshark.com","DCH","9387","Sharp Telecom (Private) Limited"
"3032326538","3032326538","DCH","TL","Timor-Leste","Dili","Dili","Timor Telecom SA","timortelecom.tl","DCH","38077","Timor Telecom SA"
"3034044467","3034044468","DCH","SG","Singapore","Singapore","Singapore","RackIP Consultancy Pte. Ltd.","rackip.com","DCH","-","-"
"3037765790","3037765790","VPN","AR","Argentina","Cordoba","La Francia","Cooperativa de Provision Colsecor Ltda","colsecor.com.ar","DCH","52323","Colsecor Cooperativa Limitada"
"3041800886","3041800908","DCH","GT","Guatemala","Guatemala","Guatemala City","IFX Networks Argentina S.R.L.","ifxnetworks.com","DCH","52468","Ufinet Panama S.A."
"3041841112","3041841121","DCH","EC","Ecuador","Guayas","Guayaquil","IFX Networks Argentina S.R.L.","ifxnetworks.com","DCH","52468","Ufinet Panama S.A."
"3044488192","3044488303","DCH","AR","Argentina","Ciudad Autonoma de Buenos Aires","Buenos Aires","IFX Networks Argentina S.R.L.","ifxnetworks.com","DCH","18747","IFX Corporation"
"3048302127","3048302131","DCH","US","United States of America","New York","New York City","My Tech BZ","my-tec.bz","DCH","263735","Sociedad Buena Hosting S.A."
"3049199856","3049199856","PUB","AR","Argentina","Rio Negro","Cinco Saltos","Comworks S.A.","comworks.com.ar","DCH","263809","Facundo Valentini (Vallenet)"
"3050709061","3050709061","DCH","DK","Denmark","Hovedstaden","Copenhagen","Cyber Assets Fzco","cyberassets.ae","DCH","50304","Blix Solutions AS"
"3050727893","3050727895","VPN","CO","Colombia","Risaralda","Pereira","Internet Utilities Europe and Asia Limited","cyberassets.ae","DCH","270075","Super Redes S.A.S"
"3050761261","3050761261","PUB","US","United States of America","Texas","Victoria","Mentos Couple Inc.","mentostelecom.com","DCH","-","-"
"3050772981","3050772981","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Coventry","Cyber Assets Fzco","ukservers.com","DCH","42831","UK Dedicated Servers Limited"
"3050801198","3050801198","PUB","US","United States of America","Texas","Houston","Global Communication Network Limited","ipraft.com","DCH","152179","Global Communication Network Limited"
"3050821410","3050821410","PUB","BR","Brazil","Santa Catarina","Chapeco","Ferenz Networks","ferenz.com.br","DCH","266400","Ferenz Networks"
"3051441168","3051441169","DCH","CO","Colombia","Risaralda","Pereira","Media Commerce Partners S.A","etb.com.co","DCH","27951","Media Commerce Partners S.A"
"3055477302","3055477310","DCH","US","United States of America","Ohio","Dublin","Amazon Data Services NoVa","amazon.com","DCH","8987","Amazon Data Services Ireland Ltd"
"3057053613","3057053613","DCH","JP","Japan","Tokyo","Tokyo","GPLHost LLC","gplhost.com","DCH","16509","Amazon.com Inc."
"3059508726","3059508726","PUB","CN","China","Beijing","Beijing","Aliyun Computing Co. Ltd","aliyun.com","DCH","37963","Hangzhou Alibaba Advertising Co. Ltd."
"3062665877","3062665877","PUB","CN","China","Sichuan","Chengdu","ChinaNet Sichuan Province Network","chinatelecom.com.cn","ISP/MOB","38283","CHINANET SiChuan Telecom Internet Data Center"
"3063627313","3063627346","DCH","TW","Taiwan (Province of China)","Taichung","Taichung","E-Max Network Corp.","veetime.com","DCH","17809","Vee Time Corp."
"3063642245","3063642245","DCH","TW","Taiwan (Province of China)","Taichung","Taichung","E-Max Network Corp.","veetime.com","DCH","17809","Vee Time Corp."
"3063658788","3063658788","PUB","TW","Taiwan (Province of China)","Taichung","Taichung","E-Max Network Corp.","veetime.com","DCH","17809","Vee Time Corp."
"3063668841","3063668841","PUB","TW","Taiwan (Province of China)","Taichung","Taichung","E-Max Network Corp.","veetime.com","DCH","17809","Vee Time Corp."
"3066867879","3066867912","DCH","CN","China","Liaoning","Panjin","ChinaNet Liaoning Province Network","chinatelecom.com.cn","DCH","4134","Asia Pacific Network Information Centre"
"3070154340","3070154340","PUB","CN","China","Shanghai","Shanghai","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com","DCH","45090","Shenzhen Tencent Computer Systems Company Limited"
"3075501679","3075501679","VPN","VN","Viet Nam","Ho Chi Minh","Ho Chi Minh City","FPT Telecom","fpt.com.vn","ISP","18403","FPT Telecom Company"
"3077204190","3077204190","VPN","KR","Korea (the Republic of)","Gyeonggi-do","Seongnam","KT Corporation","kt.com","ISP/MOB","4766","Korea Telecom"
"3081040620","3081040621","PUB","CN","China","Anhui","Hefei","ChinaNet Anhui Province Network","chinatelecom.com.cn","DCH","4134","Asia Pacific Network Information Centre"
"3081107631","3081107632","PUB","CN","China","Anhui","Hefei","ChinaNet Anhui Province Network","chinatelecom.com.cn","DCH","4134","Asia Pacific Network Information Centre"
"3082027358","3082027358","VPN","JP","Japan","Osaka","Osaka","Arteria Networks Corporation","arteria-net.com","ISP","2519","Arteria Networks Corporation"
"3088490904","3088490904","VPN","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","Advanced Info Service Public Company Limited","ais.co.th","ISP/MOB","133481","Advanced Wireless Network Company Limited"
"3090359296","3090360319","DCH","US","United States of America","Texas","Dallas","Akamai Technologies Inc.","akamai.com","CDN","16625","Akamai Technologies Inc."
"3092673024","3092673535","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Akamai Technologies Inc.","akamai.com","CDN","20940","Akamai International B.V."
"3093872709","3093872709","DCH","CA","Canada","Manitoba","Winnipeg","Hurricane Electric LLC","he.net","DCH","6939","Hurricane Electric LLC"
"3093874590","3093874591","DCH","DE","Germany","Berlin","Berlin","Hurricane Electric LLC","he.net","DCH","6939","Hurricane Electric LLC"
"3093878931","3093878931","DCH","US","United States of America","California","Fremont","Hurricane Electric LLC","he.net","DCH","6939","Hurricane Electric LLC"
"3093896041","3093896042","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Hivelocity LLC","hivelocity.net","DCH","6939","Hurricane Electric LLC"
"3093905871","3093905872","DCH","US","United States of America","California","Fremont","Hurricane Electric LLC","he.net","DCH","6939","Hurricane Electric LLC"
"3093941440","3093941472","DCH","US","United States of America","California","Chico","Vistanet Inc.","vistanet.jp","DCH","6939","Hurricane Electric LLC"
"3093962656","3093962751","DCH","US","United States of America","Texas","San Antonio","Rackspace Inc.","rackspace.com","DCH","19994","Rackspace Hosting"
"3094031592","3094031599","DCH","CA","Canada","Quebec","Montreal","Pedro Roque","net4b.pt","DCH","32613","Leaseweb Canada Inc."
"3094046952","3094046959","DCH","CA","Canada","Quebec","Montreal","Jody Crouch","leaseweb.com","DCH","32613","Leaseweb Canada Inc."
"3094061488","3094061495","DCH","CA","Canada","Quebec","Montreal","Carmoinfo","leaseweb.com","DCH","32613","Leaseweb Canada Inc."
"3094071784","3094071791","DCH","CA","Canada","Quebec","Montreal","Digitech","digisolv.com","DCH","32613","Leaseweb Canada Inc."
"3096779063","3096779063","PUB","CA","Canada","Ontario","Pembroke","Bell Canada","bell.ca","ISP","577","Bell Canada"
"3098031144","3098031144","PUB","US","United States of America","Arizona","Tempe","GoDaddy.com LLC","godaddy.com","DCH","26496","GoDaddy.com LLC"
"3098413056","3098413737","DCH","US","United States of America","New York","New York City","Colocation America Corporation","colocationamerica.com","DCH","21769","Colocation America Corporation"
"3098422283","3098422283","PUB","US","United States of America","California","Los Angeles","Colocation America Corporation","colocationamerica.com","DCH","21769","Colocation America Corporation"
"3098437234","3098437234","PUB","US","United States of America","Washington","Seattle","Colocation America Corporation","colocationamerica.com","DCH","21769","Colocation America Corporation"
"3103903488","3103903743","DCH","CY","Cyprus","Lemesos","Limassol","IPTP Ltd","iptp.net","DCH","-","-"
"3104019379","3104019379","PUB","IL","Israel","HaMerkaz","Petah Tikva","Triple C Cloud Computing Ltd.","ccc.co.il","DCH","50463","Triple C Cloud Computing Ltd."
"3104177243","3104177244","PUB","UA","Ukraine","Kyiv","Kyiv","AS6723 Limited Liability Company","as6723.net","DCH","49824","PC Astra-Net"
"3104342188","3104342271","DCH","TR","Turkiye","Izmir","Izmir","Alastyr Telekomunikasyon A.S.","alastyr.com","DCH","3188","Alastyr Telekomunikasyon A.S."
"3104505462","3104505462","VPN","FR","France","Ile-de-France","Paris","Ielo-Liazo Services SAS","liazo.fr","DCH","29075","Ielo-Liazo Services SAS"
"3104619704","3104619704","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Cheadle","Chess Limited","chessict.co.uk","DCH","61281","Chess Limited"
"3104706859","3104706859","PUB","RU","Russian Federation","Krasnodarskiy kray","Taman'","Multiservice Networks Ltd.","mcc.net.ru","DCH","25591","BCLan LLC"
"3104752607","3104752607","PUB","UA","Ukraine","Kharkivska oblast","Kharkiv","ATOMOHOST LLC","atomohost.com","DCH","-","-"
"3104841033","3104841033","DCH","UA","Ukraine","Sevastopol","Sevastopol","Lancom Ltd Russia Sevastopol","sevstar.net","DCH","35816","Lancom Ltd."
"3104905227","3104905227","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Coventry","UK Dedicated Servers Limited","ukservers.com","DCH","42831","UK Dedicated Servers Limited"
"3105082368","3105082623","DCH","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","Beget LLC","beget.ru","DCH","198610","Beget LLC"
"3105164566","3105164566","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Servers Tech Fzco","vdsina.com","DCH","216071","Servers Tech Fzco"
"3105277442","3105277695","DCH","FR","France","Auvergne-Rhone-Alpes","Lyon","Fiducial Cloud Sasu","fiducialcloud.fr","DCH","20917","Fiducial Cloud Sasu"
"3105436196","3105436204","DCH","LT","Lithuania","Siauliu apskritis","Siauliai","Informacines Sistemos IR Technologijos UAB","ist.lt","DCH","61272","Informacines Sistemos IR Technologijos UAB"
"3105535641","3105535642","VPN","US","United States of America","Maine","Norway","Opera Norway AS","opera.com","DCH","39832","Opera Norway AS"
"3105687808","3105687824","DCH","SE","Sweden","Stockholms lan","Stockholm","SIA Rixhost","rixhost.lv","DCH","60567","SIA Rixhost"
"3105870592","3105870847","DCH","DE","Germany","Baden-Wurttemberg","Bretten","Netversor GmbH","netversor.com","DCH","200081","Netversor GmbH"
"3106057728","3106057983","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Farringdon","Victor Connect Ltd.","1stonlinesolutions.com","DCH","60200","Victor Connect Ltd."
"3106192488","3106192488","PUB","NL","Netherlands (Kingdom of the)","Flevoland","Dronten","DeltaHost","deltahost.com","DCH","42159","Zemlyaniy Dmitro Leonidovich"
"3106323239","3106323455","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Drustvo za Konsalting I Usluge Export-Import New Wind d.o.o. Budva","bondhost.com","DCH","60781","Leaseweb Netherlands B.V."
"3106455594","3106455594","PUB","PS","Palestine, State of","Gaza","Gaza","Hadara BSA 2013 Expansion 1/4","hadara.ps","DCH","12975","Palestine Telecommunications Company (Paltel)"
"3106544640","3106544895","DCH","FR","France","Pays-de-la-Loire","Saint-Herblain","Etix Everywhere Ouest SAS","etixeverywhere.com","DCH","197816","Etix Everywhere Ouest SAS"
"3106664375","3106664382","DCH","UA","Ukraine","Vinnytska oblast","Vinnytsia","Parashcuk Volodymyr Vitalievich","enet.vn.ua","DCH","49223","Everest TV and Radio Company LLC"
"3106821549","3106821553","VPN","RU","Russian Federation","Moskva","Moscow","Trusov Ilya Igorevych","depo40.ru","DCH","35624","Fast Servers (Pty) Ltd"
"3106939997","3106939997","DCH","RU","Russian Federation","Tul'skaya oblast'","Dubna","Promsvyaz Engineering LLC","pse50.ru","DCH","44927","LLC Telecom MPK"
"3107055104","3107055359","DCH","FR","France","Ile-de-France","Montigny-le-Bretonneux","Everdata SAS","everdata.fr","DCH","212731","Everdata SAS"
"3107163062","3107163086","DCH","IT","Italy","Piemonte","Vicoforte","Informatica System S.R.L.","infosys.it","DCH","62009","Informatica System S.R.L."
"3107303732","3107303936","DCH","DE","Germany","Bayern","Munich","Team Internet AG","teaminternet.de","DCH","61969","Team Internet AG"
"3107490101","3107490101","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Phoenix NAP LLC.","phoenixnap.com","DCH","60558","Phoenix NAP LLC."
"3107720465","3107720466","DCH","RU","Russian Federation","Chelyabinskaya oblast'","Chelyabinsk","New Communication Technologies LLC","uralhosting.net","DCH","34241","New Communication Technologies LLC"
"3107838029","3107838030","PUB","BR","Brazil","Sao Paulo","Sao Paulo","Ivan Bulavkin","onerinvestments.com","DCH","35830","Fast Servers (Pty) Ltd"
"3107839344","3107839344","PUB","SE","Sweden","Stockholms lan","Stockholm","Ivan Bulavkin","onerinvestments.com","DCH","26548","PureVoltage Hosting Inc."
"3107873279","3107873295","DCH","UA","Ukraine","Cherkaska oblast","Cherkasy","SIA Maklaut","maklaut.lv","DCH","25133","LLC McLaut-Invest"
"3108071864","3108071864","PUB","NL","Netherlands (Kingdom of the)","Drenthe","Meppel","Yury Vladimirovich Nekulitsy","pq.hosting","DCH","44477","PQ Hosting Plus S.r.l."
"3108126987","3108126987","DCH","DE","Germany","Nordrhein-Westfalen","Reisholz","0Und1 IT-Dienste GmbH","0und1.net","DCH","25394","MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG"
"3108280649","3108280649","DCH","FI","Finland","Uusimaa","Helsinki","Fast Servers (Pty) Ltd","finegroupservers.com","DCH","51765","Oy Crea Nova Hosting Solution Ltd"
"3108304413","3108304413","DCH","FR","France","Ile-de-France","Le Kremlin-Bicetre","Ivan Bulavkin","onerinvestments.com","DCH","51765","Oy Crea Nova Hosting Solution Ltd"
"3108396413","3108396471","DCH","ES","Spain","Andalucia","Malaga","Axarnet Comunicaciones S.L.","axarnet.es","DCH","50926","Axarnet Comunicaciones S.L."
"3108518555","3108518555","PUB","BG","Bulgaria","Sofia (stolitsa)","Sofia","Stoneriver","stoneriver.com","DCH","31287","IPAcct Cable Ltd"
"3108637184","3108637439","DCH","FR","France","Normandie","Alencon","Aznetwork SAS","aznetwork.eu","DCH","199167","Aznetwork SAS"
"3108844300","3108844300","PUB","IT","Italy","Basilicata","Lagonegro","Global Com Basilicata s.r.l.","globalcombasilicata.it","DCH","206182","Global Com Basilicata s.r.l."
"3108888573","3108888573","DCH","US","United States of America","Wyoming","Sheridan","Ivan Bulavkin","onerinvestments.com","DCH","26548","PureVoltage Hosting Inc."
"3108969551","3108969562","DCH","ES","Spain","Andalucia","Cordoba","Axentio SL","axentio.com","DCH","35486","Axentio SL"
"3109125967","3109125967","PUB","IT","Italy","Lombardia","Milan","PacketHub S.A.","nordvpn.com","DCH","137409","GSL Networks Pty Ltd"
"3109184051","3109184053","DCH","LB","Lebanon","Liban-Nord","Tripoli","Net 360 S.A.R.L","net360.email","DCH","42183","Net 360 S.A.R.L"
"3109215109","3109215109","VPN","BG","Bulgaria","Sofia (stolitsa)","Sofia","Green Floid LLC","greenfloid.com","DCH","59729","Green Floid LLC"
"3109430307","3109430307","PUB","IR","Iran (Islamic Republic of)","Tehran","Tehran","Ravand Tazeh Co.pjs.","ndec.ir","DCH","59431","Ravand Tazeh Co.pjs."
"3109561671","3109561671","DCH","US","United States of America","New York","New York City","Ivan Bulavkin","onerinvestments.com","DCH","35830","Fast Servers (Pty) Ltd"
"3109578605","3109578605","DCH","CN","China","Beijing","Beijing","Ivan Bulavkin","onerinvestments.com","DCH","35830","Fast Servers (Pty) Ltd"
"3109643461","3109643461","DCH","UA","Ukraine","Kharkivska oblast","Kharkiv","Trusov","finegroupservers.com","DCH","35830","Fast Servers (Pty) Ltd"
"3109833472","3109833727","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","FoxCloud LLP","foxcloud.net","DCH","200904","FoxCloud LLP"
"3109888085","3109888085","DCH","US","United States of America","Ohio","Westerville","Howick Digital","howickdigital.com","DCH","56540","Consensus One Sp. z o.o."
"3109954317","3109954317","DCH","US","United States of America","-","-","Fast Servers (Pty) Ltd","finegroupservers.com","DCH","51765","Oy Crea Nova Hosting Solution Ltd"
"3110058380","3110058380","PUB","IQ","Iraq","Karbala'","Sulaymaniyah","Next Net for Internet and IT Services LTD","nextnet.co","DCH","34515","Next Net for Internet and IT Services LTD"
"3110086037","3110086037","DCH","BR","Brazil","Sao Paulo","Sao Paulo","Ivan Bulavkin","onerinvestments.com","DCH","35830","Fast Servers (Pty) Ltd"
"3110260918","3110260924","DCH","SK","Slovakia","Trnavsky kraj","Trnava","Golem Tech S.R.O.","golemtech.sk","DCH","30929","Golem Tech S.R.O."
"3110313506","3110313506","PUB","RU","Russian Federation","Moskva","Moscow","Crelcom LLC","crelcom.ru","DCH","51522","Online LLC"
"3110382848","3110383103","DCH","US","United States of America","Nevada","Paradise","Pelion IoT Limited","pelion.com","DCH","6759","Pelion IoT Limited"
"3110422347","3110422348","VPN","AU","Australia","Victoria","Melbourne","ClearDocks LLC","hostroyale.com","DCH","133499","HostRoyale Technologies Pvt Ltd"
"3110482745","3110482745","PUB","DE","Germany","Brandenburg","Philadelphia","Eancenter Telecom LLC","eancenter.com","DCH","206943","Eancenter Telecom LLC"
"3110541514","3110541558","DCH","RU","Russian Federation","Ul'yanovskaya oblast'","Ulyanovsk","IGRA-Service LLC","g-service.ru","DCH","29184","IGRA-Service LLC"
"3110577981","3110577981","PUB","RU","Russian Federation","Volgogradskaya oblast'","Volgograd","Perviy TSOD LLC","o2dc.com","DCH","42007","Perviy TSOD LLC"
"3110630214","3110630219","DCH","PL","Poland","Mazowieckie","Warsaw","JSC Timeweb","tmweb.ru","DCH","210976","Timeweb LLP"
"3110737565","3110737565","PUB","TR","Turkiye","Kocaeli","Izmit","Onur Bilisim ve Yazilim Hizmetleri","onurbilisim.com.tr","DCH","201021","Ahmet Onur Guney Trading as Onur Bilisim ve Yazilim Hizmetleri"
"3110839449","3110839462","DCH","RU","Russian Federation","Moskva","Moscow","Crelcom LLC","crelcom.ru","DCH","51522","Online LLC"
"3110904948","3110904948","PUB","IR","Iran (Islamic Republic of)","Zanjan","Emam","PJSC Badr Rayan Jonoob","razip.com","DCH","56503","PJSC Badr Rayan Jonoob"
"3110980670","3110980670","PUB","RU","Russian Federation","Moskva","Moscow","Inatel Ltd.","inatel.ru","DCH","6789","Crelcom LLC"
